,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
481,['Slow Start'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.0,30720,0,670,3,Colossal Pokémon,110.0,1250000,3.7,110.0,Regigigasレジギガス,Regigigas,,486,80.0,110.0,100.0,Normal,,420.0,4,1
482,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,70.0,30720,100,600,3,Lunar Pokémon,120.0,1250000,1.5,120.0,Cresseliaクレセリア,Cresselia,0.0,488,75.0,130.0,85.0,Psychic,,85.6,4,1
483,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80.0,10240,70,480,30,Sea Drifter Pokémon,80.0,1250000,0.4,80.0,Phioneフィオネ,Phione,,489,80.0,80.0,80.0,Water,,3.1,4,0
484,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100.0,2560,70,600,3,Seafaring Pokémon,100.0,1250000,0.3,100.0,Manaphyマナフィ,Manaphy,,490,100.0,100.0,100.0,Water,,1.4,4,1
485,['Bad Dreams'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90.0,30720,0,600,3,Pitch-Black Pokémon,90.0,1250000,1.5,70.0,Darkraiダークライ,Darkrai,,491,135.0,90.0,125.0,Dark,,50.5,4,1
486,['Multitype'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120.0,30720,0,720,3,Alpha Pokémon,120.0,1250000,3.2,120.0,Arceusアルセウス,Arceus,,493,120.0,120.0,120.0,Normal,,320.0,4,1
487,['Victory Star'],1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,100.0,30720,100,600,3,Victory Pokémon,100.0,1250000,0.4,100.0,Victiniビクティニ,Victini,,494,100.0,100.0,100.0,Psychic,Fire,4.0,5,1
488,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45.0,5120,70,308,45,Grass Snake Pokémon,55.0,1059860,0.6,45.0,Tsutarjaツタージャ,Snivy,88.1,495,45.0,55.0,63.0,Grass,,8.1,5,0
489,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60.0,5120,70,413,45,Grass Snake Pokémon,75.0,1059860,0.8,60.0,Janovyジャノビー,Servine,88.1,496,60.0,75.0,83.0,Grass,,16.0,5,0
490,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75.0,5120,70,528,45,Regal Pokémon,95.0,1059860,3.3,75.0,Jalordaジャローダ,Serperior,88.1,497,75.0,95.0,113.0,Grass,,63.0,5,0
491,"['Blaze', 'Thick Fat']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,63.0,5120,70,308,45,Fire Pig Pokémon,45.0,1059860,0.5,65.0,Pokabuポカブ,Tepig,88.1,498,45.0,45.0,45.0,Fire,,9.9,5,0
492,"['Blaze', 'Thick Fat']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,93.0,5120,70,418,45,Fire Pig Pokémon,55.0,1059860,1.0,90.0,Chaobooチャオブー,Pignite,88.1,499,70.0,55.0,55.0,Fire,Fighting,55.5,5,0
493,"['Blaze', 'Reckless']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,123.0,5120,70,528,45,Mega Fire Pig Pokémon,65.0,1059860,1.6,110.0,Enbuohエンブオー,Emboar,88.1,500,100.0,65.0,65.0,Fire,Fighting,150.0,5,0
494,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,55.0,5120,70,308,45,Sea Otter Pokémon,45.0,1059860,0.5,55.0,Mijumaruミジュマル,Oshawott,88.1,501,63.0,45.0,45.0,Water,,5.9,5,0
495,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75.0,5120,70,413,45,Discipline Pokémon,60.0,1059860,0.8,75.0,Futachimaruフタチマル,Dewott,88.1,502,83.0,60.0,60.0,Water,,24.5,5,0
496,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100.0,5120,70,528,45,Formidable Pokémon,85.0,1059860,1.5,95.0,Daikenkiダイケンキ,Samurott,88.1,503,108.0,70.0,70.0,Water,,94.6,5,0
497,"['Run Away', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,3840,70,255,255,Scout Pokémon,39.0,1000000,0.5,45.0,Minezumiミネズミ,Patrat,50.0,504,35.0,39.0,42.0,Normal,,11.6,5,0
498,"['Illuminate', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,5120,70,420,255,Lookout Pokémon,69.0,1000000,1.1,60.0,Miruhogミルホッグ,Watchog,50.0,505,60.0,69.0,77.0,Normal,,27.0,5,0
499,"['Vital Spirit', 'Pickup', 'Run Away']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,3840,70,275,255,Puppy Pokémon,45.0,1059860,0.4,45.0,Yorterrieヨーテリー,Lillipup,50.0,506,25.0,45.0,55.0,Normal,,4.1,5,0
500,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,3840,70,370,120,Loyal Dog Pokémon,65.0,1059860,0.9,65.0,Herderrieハーデリア,Herdier,50.0,507,35.0,65.0,60.0,Normal,,14.7,5,0
501,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,3840,70,500,45,Big-Hearted Pokémon,90.0,1059860,1.2,85.0,Moolandムーランド,Stoutland,50.0,508,45.0,90.0,80.0,Normal,,61.0,5,0
502,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50.0,5120,70,281,255,Devious Pokémon,37.0,1000000,0.4,41.0,Choronekoチョロネコ,Purrloin,50.0,509,50.0,37.0,66.0,Dark,,10.1,5,0
503,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,88.0,5120,70,446,90,Cruel Pokémon,50.0,1000000,1.1,64.0,Lepardasレパルダス,Liepard,50.0,510,88.0,50.0,106.0,Dark,,37.5,5,0
504,"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,53.0,5120,70,316,190,Grass Monkey Pokémon,48.0,1000000,0.6,50.0,Yanappuヤナップ,Pansage,88.1,511,53.0,48.0,64.0,Grass,,10.5,5,0
505,"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,98.0,5120,70,498,75,Thorn Monkey Pokémon,63.0,1000000,1.1,75.0,Yanakkieヤナッキー,Simisage,88.1,512,98.0,63.0,101.0,Grass,,30.5,5,0
506,"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,53.0,5120,70,316,190,High Temp Pokémon,48.0,1000000,0.6,50.0,Baoppuバオップ,Pansear,88.1,513,53.0,48.0,64.0,Fire,,11.0,5,0
507,"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,98.0,5120,70,498,75,Ember Pokémon,63.0,1000000,1.0,75.0,Baokkieバオッキー,Simisear,88.1,514,98.0,63.0,101.0,Fire,,28.0,5,0
508,"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53.0,5120,70,316,190,Spray Pokémon,48.0,1000000,0.6,50.0,Hiyappuヒヤップ,Panpour,88.1,515,53.0,48.0,64.0,Water,,13.5,5,0
509,"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,98.0,5120,70,498,75,Geyser Pokémon,63.0,1000000,1.0,75.0,Hiyakkieヒヤッキー,Simipour,88.1,516,98.0,63.0,101.0,Water,,29.0,5,0
510,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25.0,2560,70,292,190,Dream Eater Pokémon,45.0,800000,0.6,76.0,Munnaムンナ,Munna,50.0,517,67.0,55.0,24.0,Psychic,,23.3,5,0
511,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55.0,2560,70,487,75,Drowsing Pokémon,85.0,800000,1.1,116.0,Musharnaムシャーナ,Musharna,50.0,518,107.0,95.0,29.0,Psychic,,60.5,5,0
512,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55.0,3840,70,264,255,Tiny Pigeon Pokémon,50.0,1059860,0.3,50.0,Mamepatoマメパト,Pidove,50.0,519,36.0,30.0,43.0,Normal,Flying,2.1,5,0
513,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,77.0,3840,70,358,120,Wild Pigeon Pokémon,62.0,1059860,0.6,62.0,Hatobohハトーボー,Tranquill,50.0,520,50.0,42.0,65.0,Normal,Flying,15.0,5,0
514,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,115.0,3840,70,488,45,Proud Pokémon,80.0,1059860,1.2,80.0,Kenhallowケンホロウ,Unfezant,50.0,521,65.0,55.0,93.0,Normal,Flying,29.0,5,0
515,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60.0,5120,70,295,190,Electrified Pokémon,32.0,1000000,0.8,45.0,Shimamaシママ,Blitzle,50.0,522,50.0,32.0,76.0,Electric,,29.8,5,0
516,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100.0,5120,70,497,75,Thunderbolt Pokémon,63.0,1000000,1.6,75.0,Zebraikaゼブライカ,Zebstrika,50.0,523,80.0,63.0,116.0,Electric,,79.5,5,0
517,"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,75.0,3840,70,280,255,Mantle Pokémon,85.0,1059860,0.4,55.0,Dangoroダンゴロ,Roggenrola,50.0,524,25.0,25.0,15.0,Rock,,18.0,5,0
518,"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,105.0,3840,70,390,120,Ore Pokémon,105.0,1059860,0.9,70.0,Gantleガントル,Boldore,50.0,525,50.0,40.0,20.0,Rock,,102.0,5,0
519,"['Sturdy', 'Sand Stream', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,135.0,3840,70,515,45,Compressed Pokémon,130.0,1059860,1.7,85.0,Gigaiathギガイアス,Gigalith,50.0,526,60.0,80.0,25.0,Rock,,260.0,5,0
520,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,45.0,3840,70,323,190,Bat Pokémon,43.0,1000000,0.4,55.0,Koromoriコロモリ,Woobat,50.0,527,55.0,43.0,72.0,Psychic,Flying,2.1,5,0
521,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,57.0,3840,70,425,45,Courting Pokémon,55.0,1000000,0.9,67.0,Kokoromoriココロモリ,Swoobat,50.0,528,77.0,55.0,114.0,Psychic,Flying,10.5,5,0
522,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,85.0,5120,70,328,120,Mole Pokémon,40.0,1000000,0.3,60.0,Mogurewモグリュー,Drilbur,50.0,529,30.0,45.0,68.0,Ground,,8.5,5,0
523,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,135.0,5120,70,508,60,Subterrene Pokémon,60.0,1000000,0.7,110.0,Doryuzuドリュウズ,Excadrill,50.0,530,50.0,65.0,88.0,Ground,Steel,40.4,5,0
524,"['Healer', 'Regenerator', 'Klutz']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,5120,70,545,255,Hearing Pokémon,86.0,800000,1.1,103.0,Tabunneタブンネ,Audino,50.0,531,60.0,86.0,50.0,Normal,,31.0,5,0
525,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80.0,5120,70,305,180,Muscular Pokémon,55.0,1059860,0.6,75.0,Dokkorerドッコラー,Timburr,75.4,532,25.0,35.0,35.0,Fighting,,12.5,5,0
526,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105.0,5120,70,405,90,Muscular Pokémon,85.0,1059860,1.2,85.0,Dotekkotsuドテッコツ,Gurdurr,75.4,533,40.0,50.0,40.0,Fighting,,40.0,5,0
527,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,140.0,5120,70,505,45,Muscular Pokémon,95.0,1059860,1.4,105.0,Roubushinローブシン,Conkeldurr,75.4,534,55.0,65.0,45.0,Fighting,,87.0,5,0
528,"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,50.0,5120,70,294,255,Tadpole Pokémon,40.0,1059860,0.5,50.0,Otamaroオタマロ,Tympole,50.0,535,50.0,40.0,64.0,Water,,4.5,5,0
529,"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,65.0,5120,70,384,120,Vibration Pokémon,55.0,1059860,0.8,75.0,Gamagaruガマガル,Palpitoad,50.0,536,65.0,55.0,69.0,Water,Ground,17.0,5,0
530,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,95.0,5120,70,509,45,Vibration Pokémon,75.0,1059860,1.5,105.0,Gamagerogeガマゲロゲ,Seismitoad,50.0,537,85.0,75.0,74.0,Water,Ground,62.0,5,0
531,"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100.0,5120,70,465,45,Judo Pokémon,85.0,1000000,1.3,120.0,Nagekiナゲキ,Throh,100.0,538,30.0,85.0,45.0,Fighting,,55.5,5,0
532,"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125.0,5120,70,465,45,Karate Pokémon,75.0,1000000,1.4,75.0,Dagekiダゲキ,Sawk,100.0,539,30.0,75.0,85.0,Fighting,,51.0,5,0
533,"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,53.0,3840,70,310,255,Sewing Pokémon,70.0,1059860,0.3,45.0,Kurumiruクルミル,Sewaddle,50.0,540,40.0,60.0,42.0,Bug,Grass,2.5,5,0
534,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,63.0,3840,70,380,120,Leaf-Wrapped Pokémon,90.0,1059860,0.5,55.0,Kurumayuクルマユ,Swadloon,50.0,541,50.0,80.0,42.0,Bug,Grass,7.3,5,0
535,"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,103.0,3840,70,500,45,Nurturing Pokémon,80.0,1059860,1.2,75.0,Hahakomoriハハコモリ,Leavanny,50.0,542,70.0,80.0,92.0,Bug,Grass,20.5,5,0
536,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,45.0,3840,70,260,255,Centipede Pokémon,59.0,1059860,0.4,30.0,Fushideフシデ,Venipede,50.0,543,30.0,39.0,57.0,Bug,Poison,5.3,5,0
537,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,55.0,3840,70,360,120,Curlipede Pokémon,99.0,1059860,1.2,40.0,Wheegaホイーガ,Whirlipede,50.0,544,40.0,79.0,47.0,Bug,Poison,58.5,5,0
538,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,100.0,5120,70,485,45,Megapede Pokémon,89.0,1059860,2.5,60.0,Pendrorペンドラー,Scolipede,50.0,545,55.0,69.0,112.0,Bug,Poison,200.5,5,0
539,"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,27.0,5120,70,280,190,Cotton Puff Pokémon,60.0,1000000,0.3,40.0,Monmenモンメン,Cottonee,50.0,546,37.0,50.0,66.0,Grass,Fairy,0.6,5,0
540,"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,67.0,5120,70,480,75,Windveiled Pokémon,85.0,1000000,0.7,60.0,Elfuunエルフーン,Whimsicott,50.0,547,77.0,75.0,116.0,Grass,Fairy,6.6,5,0
541,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35.0,5120,70,280,190,Bulb Pokémon,50.0,1000000,0.5,45.0,Churineチュリネ,Petilil,0.0,548,70.0,50.0,30.0,Grass,,6.6,5,0
542,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60.0,5120,70,480,75,Flowering Pokémon,75.0,1000000,1.1,70.0,Dredearドレディア,Lilligant,0.0,549,110.0,75.0,90.0,Grass,,16.3,5,0
543,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92.0,10240,70,460,25,Hostile Pokémon,65.0,1000000,1.0,70.0,Bassraoバスラオ,Basculin,50.0,550,80.0,55.0,98.0,Water,,18.0,5,0
544,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,72.0,5120,70,292,180,Desert Croc Pokémon,35.0,1059860,0.7,50.0,Megurocoメグロコ,Sandile,50.0,551,35.0,35.0,65.0,Ground,Dark,15.2,5,0
545,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,82.0,5120,70,351,90,Desert Croc Pokémon,45.0,1059860,1.0,60.0,Waruvileワルビル,Krokorok,50.0,552,45.0,45.0,74.0,Ground,Dark,33.4,5,0
546,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,117.0,5120,70,519,45,Intimidation Pokémon,80.0,1059860,1.5,95.0,Waruvialワルビアル,Krookodile,50.0,553,65.0,70.0,92.0,Ground,Dark,96.3,5,0
547,"['Hustle', 'Inner Focus']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,90.0,5120,70,315,120,Zen Charm Pokémon,45.0,1059860,0.6,70.0,Darumakkaダルマッカ,Darumaka,50.0,554,15.0,45.0,50.0,Fire,,37.5,5,0
548,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,86.0,5120,70,461,255,Cactus Pokémon,67.0,1000000,1.0,75.0,Maracacchiマラカッチ,Maractus,50.0,556,106.0,67.0,60.0,Grass,,28.0,5,0
549,"['Sturdy', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,65.0,5120,70,325,190,Rock Inn Pokémon,85.0,1000000,0.3,50.0,Ishizumaiイシズマイ,Dwebble,50.0,557,35.0,35.0,55.0,Bug,Rock,14.5,5,0
550,"['Sturdy', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95.0,5120,70,485,75,Stone Home Pokémon,125.0,1000000,1.4,70.0,Iwapalaceイワパレス,Crustle,50.0,558,65.0,75.0,45.0,Bug,Rock,200.0,5,0
551,"['Shed Skin', 'Moxie', 'Intimidate']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,75.0,3840,35,348,180,Shedding Pokémon,70.0,1000000,0.6,50.0,Zurugguズルッグ,Scraggy,50.0,559,35.0,70.0,48.0,Dark,Fighting,11.8,5,0
552,"['Shed Skin', 'Moxie', 'Intimidate']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,90.0,3840,70,488,90,Hoodlum Pokémon,115.0,1000000,1.1,65.0,Zuruzukinズルズキン,Scrafty,50.0,560,45.0,115.0,58.0,Dark,Fighting,30.0,5,0
553,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,58.0,5120,70,490,45,Avianoid Pokémon,80.0,1000000,1.4,72.0,Symbolerシンボラー,Sigilyph,50.0,561,103.0,80.0,97.0,Psychic,Flying,14.0,5,0
554,['Mummy'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,30.0,6400,70,303,190,Spirit Pokémon,85.0,1000000,0.5,38.0,Desumasuデスマス,Yamask,50.0,562,55.0,65.0,30.0,Ghost,,1.5,5,0
