,name,pokedex_number,generation,type1,type2,is_legendary,attack,sp_attack,defense,sp_defense,speed,hp,height_m,weight_kg,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
737,Vikavolt,738,7,bug,electric,0,70,145,90,75,43,77,1.5,45.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
738,Crabrawler,739,7,fight,unknown,0,82,42,57,47,63,47,0.6,7.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
739,Crabominable,740,7,fight,ice,0,132,62,77,67,43,97,1.7,180.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0
740,Oricorio,741,7,fire,flying,0,70,98,70,70,93,75,0.6,3.4,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
741,Cutiefly,742,7,bug,fairy,0,45,55,40,40,84,40,0.1,0.2,0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0
742,Ribombee,743,7,bug,fairy,0,55,95,60,70,124,60,0.2,0.5,0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0
743,Rockruff,744,7,rock,unknown,0,65,30,40,40,60,45,0.5,9.2,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
744,Lycanroc,745,7,rock,unknown,0,115,55,75,75,82,85,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
745,Wishiwashi,746,7,water,unknown,0,140,140,130,135,30,45,0.2,0.3,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
746,Mareanie,747,7,poison,water,0,53,43,62,52,45,50,0.4,8.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
747,Toxapex,748,7,poison,water,0,63,53,152,142,35,50,0.7,14.5,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
748,Mudbray,749,7,ground,unknown,0,100,45,70,55,45,70,1.0,110.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
749,Mudsdale,750,7,ground,unknown,0,125,55,100,85,35,100,2.5,920.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
750,Dewpider,751,7,water,bug,0,40,40,52,72,27,38,0.3,4.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
751,Araquanid,752,7,water,bug,0,70,50,92,132,42,68,1.8,82.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
752,Fomantis,753,7,grass,unknown,0,55,50,35,35,35,40,0.3,1.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
753,Lurantis,754,7,grass,unknown,0,105,80,90,90,45,70,0.9,18.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
754,Morelull,755,7,grass,fairy,0,35,65,55,75,15,40,0.2,1.5,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
755,Shiinotic,756,7,grass,fairy,0,45,90,80,100,30,60,1.0,11.5,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
756,Salandit,757,7,poison,fire,0,44,71,40,40,77,48,0.6,4.8,0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0
757,Salazzle,758,7,poison,fire,0,64,111,60,60,117,68,1.2,22.2,0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0
758,Stufful,759,7,normal,fight,0,75,45,50,50,50,70,0.5,6.8,0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
759,Bewear,760,7,normal,fight,0,125,55,80,60,60,120,2.1,135.0,0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
760,Bounsweet,761,7,grass,unknown,0,30,30,38,38,32,42,0.3,3.2,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
761,Steenee,762,7,grass,unknown,0,40,40,48,48,62,52,0.7,8.2,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
762,Tsareena,763,7,grass,unknown,0,120,50,98,98,72,72,1.2,21.4,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
763,Comfey,764,7,fairy,unknown,0,52,82,90,110,100,51,0.1,0.3,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
764,Oranguru,765,7,normal,psychic,0,60,90,80,110,60,90,1.5,76.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
765,Passimian,766,7,fight,unknown,0,120,40,90,60,80,100,2.0,82.8,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
766,Wimpod,767,7,bug,water,0,35,20,40,30,80,25,0.5,12.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
767,Golisopod,768,7,bug,water,0,125,60,140,90,40,75,2.0,108.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
768,Sandygast,769,7,ghost,ground,0,55,70,80,45,15,55,0.5,70.0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
769,Palossand,770,7,ghost,ground,0,75,100,110,75,35,85,1.3,250.0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
770,Pyukumuku,771,7,water,unknown,0,60,30,130,130,5,55,0.3,1.2,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
771,Type: Null,772,7,normal,unknown,0,95,95,95,95,59,95,1.9,120.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
772,Silvally,773,7,normal,unknown,0,95,95,95,95,95,95,2.3,100.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
773,Minior,774,7,rock,flying,0,100,100,60,60,120,60,0.3,40.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
774,Komala,775,7,normal,unknown,0,115,75,65,95,65,65,0.4,19.9,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
775,Turtonator,776,7,fire,dragon,0,78,91,135,85,36,60,2.0,212.0,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
776,Togedemaru,777,7,electric,steel,0,98,40,63,73,96,65,0.3,3.3,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0
777,Mimikyu,778,7,ghost,fairy,0,90,50,80,105,96,55,0.2,0.7,0.25,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0
778,Bruxish,779,7,water,psychic,0,105,70,70,70,92,68,0.9,19.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5
779,Drampa,780,7,normal,dragon,0,60,135,85,91,36,78,3.0,185.0,1.0,1.0,2.0,0.5,2.0,2.0,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
780,Dhelmise,781,7,ghost,grass,0,131,86,100,90,40,70,3.9,210.0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
781,Jangmo-o,782,7,dragon,unknown,0,55,45,65,45,45,45,0.6,29.7,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
782,Hakamo-o,783,7,dragon,fight,0,75,65,90,70,65,55,1.2,47.0,0.5,0.5,2.0,0.5,4.0,1.0,0.5,2.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5
783,Kommo-o,784,7,dragon,fight,0,110,100,125,105,85,75,1.6,78.2,0.5,0.5,2.0,0.5,4.0,1.0,0.5,2.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5
784,Tapu Koko,785,7,electric,fairy,1,115,95,85,75,130,70,1.8,20.5,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
785,Tapu Lele,786,7,psychic,fairy,1,85,130,75,115,95,70,1.2,18.6,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
786,Tapu Bulu,787,7,grass,fairy,1,130,85,115,95,75,70,1.9,45.5,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
787,Tapu Fini,788,7,water,fairy,1,75,95,115,130,85,70,1.3,21.2,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
788,Cosmog,789,7,psychic,unknown,1,29,29,31,31,37,43,0.2,0.1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
789,Cosmoem,790,7,psychic,unknown,1,29,29,131,131,37,43,0.1,999.9,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
790,Solgaleo,791,7,psychic,steel,1,137,113,107,89,97,137,3.4,230.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
791,Lunala,792,7,psychic,ghost,1,113,137,89,107,97,137,4.0,120.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0
792,Nihilego,793,7,rock,poison,1,53,127,47,131,103,109,1.2,55.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,4.0,1.0,0.5,0.25,2.0,1.0,2.0,2.0
793,Buzzwole,794,7,bug,fight,1,139,53,139,53,79,107,2.4,333.6,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0
794,Pheromosa,795,7,bug,fight,1,137,137,37,37,151,71,1.8,25.0,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0
795,Xurkitree,796,7,electric,unknown,1,89,173,71,71,83,83,3.8,100.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
796,Celesteela,797,7,steel,flying,1,101,107,103,101,61,97,9.2,999.9,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0
797,Kartana,798,7,grass,steel,1,181,59,131,31,109,59,0.3,0.1,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
798,Guzzlord,799,7,dark,dragon,1,101,97,53,53,43,223,5.5,888.0,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
799,Necrozma,800,7,psychic,unknown,1,107,127,101,89,79,97,2.4,230.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
800,Magearna,801,7,steel,fairy,1,95,130,115,115,65,80,1.0,80.5,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
